3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,3
3,11,27,12,5,11,27,12,5,11,27,12,5,11,27,12,5,11,27,12,5,11,27,12,5,11,27,12,5,11,27,12,5,11,27,12,5,11,24,3
3,26,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,10,3
3,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,24,3
3,26,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,10,3
3,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,24,3
3,26,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,10,3
3,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,27,18,9,17,24,3
3,s-23,8,13,27,14,8,13,27,14,8,13,27,14,8,13,27,14,8,13,27,14,8,13,27,14,8,13,27,14,8,13,27,14,8,13,27,14,8,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
