3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
3,11,20,27,27,27,20,20,20,20,20,20,20,20,20,20,20,20,27,20,20,20,20,20,20,20,20,20,20,27,20,27,27,20,20,20,27,20,12,3
3,17,18,6,3,7,17,16,16,19,19,16,19,19,19,16,19,18,3,17,19,19,19,16,16,16,16,16,18,8,26,10,7,17,16,18,8,17,18,3
3,17,18,3,22,3,17,16,18,10,25,26,10,2,25,26,9,26,3,26,10,2,25,17,16,16,16,16,18,3,13,12,3,17,19,18,3,17,18,3
3,17,18,5,26,5,17,16,16,20,20,16,20,20,20,19,20,18,3,17,20,20,20,19,19,19,19,19,18,1,25,26,5,26,8,26,3,17,18,3
3,17,19,27,19,27,19,19,19,19,19,19,16,16,18,3,16,18,5,17,16,16,18,10,2,2,2,25,17,20,20,16,20,18,3,26,3,17,18,3
3,26,6,2,2,2,2,2,2,2,2,25,17,16,18,5,16,16,20,16,16,16,16,20,20,20,20,20,16,16,16,16,16,18,3,26,5,17,18,3
3,26,3,11,20,20,20,27,20,27,20,20,16,19,16,20,19,19,19,19,19,16,16,16,16,16,16,16,16,16,16,16,16,18,5,17,20,16,18,3
3,26,3,13,19,19,14,3,26,8,13,19,18,8,17,18,10,2,2,2,25,17,16,19,19,16,16,16,16,16,19,19,19,19,27,16,16,16,18,3
3,26,1,2,2,2,2,4,26,1,2,25,26,3,17,16,20,20,27,20,20,16,18,10,7,13,19,19,16,18,10,2,2,2,25,17,16,16,18,3
3,17,20,20,20,20,20,20,16,27,20,20,18,3,17,16,16,18,8,17,16,16,16,12,1,2,2,25,17,16,20,20,20,20,27,16,16,16,18,3
3,17,19,19,19,19,19,19,18,8,17,16,18,3,17,16,16,18,5,17,16,16,16,16,20,20,20,20,16,16,16,16,16,18,8,13,16,16,18,3
3,26,10,3,2,2,2,25,26,3,17,16,18,5,17,16,16,19,27,19,19,19,16,16,16,16,16,16,19,19,19,16,16,18,1,25,17,16,18,3
3,17,12,3,11,20,27,20,18,5,17,16,16,20,16,16,18,10,2,2,2,25,17,16,16,19,16,18,10,2,7,13,16,16,20,27,19,16,18,3
3,17,18,3,17,18,8,17,16,20,19,19,19,19,19,19,16,20,20,20,20,20,16,16,14,8,17,16,20,12,1,25,16,16,18,10,25,17,18,3
3,17,18,3,s-17,18,3,17,16,18,10,2,2,2,2,25,17,16,16,16,16,16,16,18,6,4,17,16,16,16,20,20,19,16,16,16,16,16,18,3
3,17,18,5,17,18,5,17,16,16,20,20,20,20,20,20,16,19,19,19,19,16,16,18,3,11,16,16,19,16,16,18,9,17,16,19,19,19,18,3
3,17,16,20,16,16,20,16,16,16,16,16,16,16,16,16,18,10,2,2,25,17,16,18,5,17,16,18,9,17,16,16,20,16,18,10,2,25,18,3
3,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,27,27,27,27,19,19,19,27,19,19,19,27,19,19,19,19,19,19,27,27,27,14,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
