3,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
3,11,20,12,3,3,11,12,3,3,11,20,20,20,20,20,20,20,20,20,20,12,3,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,12,3
3,17,16,18,3,3,17,18,1,4,17,16,16,16,16,16,16,16,16,16,19,18,3,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,3
3,17,16,18,3,3,17,16,20,20,16,19,19,19,19,19,19,19,16,18,8,26,3,17,16,16,19,19,19,19,19,19,19,19,19,19,16,16,18,3
3,17,16,18,1,4,17,16,16,16,18,6,3,3,3,3,3,7,17,18,3,26,5,17,16,18,6,2,2,2,2,2,2,2,2,25,17,16,18,3
3,17,16,16,20,20,16,16,19,19,18,1,2,2,2,2,2,4,17,18,3,17,27,16,16,18,3,21,27,27,27,27,27,27,27,27,16,16,18,3
3,17,16,16,19,19,16,18,6,7,17,20,20,20,20,20,20,20,16,18,3,26,8,17,16,18,1,2,2,2,2,2,2,2,2,25,17,16,18,3
3,17,16,18,6,7,17,18,3,3,17,16,16,16,16,16,16,16,16,18,5,26,3,17,16,16,20,20,20,20,20,20,20,20,20,20,16,16,18,3
3,13,s-19,14,3,3,13,14,3,3,13,19,19,19,19,19,19,19,19,19,27,14,3,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,14,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
